DateTime;P100_PV
02/10/2024 09:30:30;102.194282531738
02/10/2024 09:30:31;103.219703674316
02/10/2024 09:30:32;101.13224029541
02/10/2024 09:30:33;100.601211547852
02/10/2024 09:30:34;103.421127319336
02/10/2024 09:30:36;103.421127319336
02/10/2024 09:30:37;103.421127319336
02/10/2024 09:30:38;102.340766906738
02/10/2024 09:30:39;102.340766906738
02/10/2024 09:30:41;102.340766906738
02/10/2024 09:30:42;102.340766906738
02/10/2024 09:30:43;101.24210357666
02/10/2024 09:30:44;101.24210357666
02/10/2024 09:30:46;101.24210357666
02/10/2024 09:30:47;102.432327270508
02/10/2024 09:30:48;102.432327270508
02/10/2024 09:30:49;102.432327270508
02/10/2024 09:30:50;102.432327270508
02/10/2024 09:30:52;102.432327270508
02/10/2024 09:30:53;102.432327270508
02/10/2024 09:30:54;102.432327270508
02/10/2024 09:30:55;102.432327270508
02/10/2024 09:30:57;101.370277404785
02/10/2024 09:30:58;101.370277404785
02/10/2024 09:30:59;102.377388000488
02/10/2024 09:31:00;102.377388000488
02/10/2024 09:31:02;102.377388000488
02/10/2024 09:31:03;102.377388000488
02/10/2024 09:31:04;102.377388000488
02/10/2024 09:31:05;102.377388000488
02/10/2024 09:31:06;102.377388000488
02/10/2024 09:31:08;102.377388000488
02/10/2024 09:31:09;102.377388000488
02/10/2024 09:31:10;102.377388000488
02/10/2024 09:31:11;102.377388000488
02/10/2024 09:31:13;102.377388000488
02/10/2024 09:31:14;102.377388000488
02/10/2024 09:31:15;102.377388000488
02/10/2024 09:31:16;102.377388000488
02/10/2024 09:31:18;102.377388000488
02/10/2024 09:31:19;102.377388000488
02/10/2024 09:31:20;102.377388000488
02/10/2024 09:31:21;102.377388000488
02/10/2024 09:31:22;102.377388000488
02/10/2024 09:31:24;102.377388000488
02/10/2024 09:31:25;102.377388000488
02/10/2024 09:31:26;102.377388000488
02/10/2024 09:31:27;102.377388000488
02/10/2024 09:31:29;102.377388000488
02/10/2024 09:31:30;102.377388000488
02/10/2024 09:31:31;102.377388000488
02/10/2024 09:31:32;102.377388000488
02/10/2024 09:31:34;102.377388000488
02/10/2024 09:31:35;100.454727172852
02/10/2024 09:31:36;101.754814147949
02/10/2024 09:31:37;101.754814147949
02/10/2024 09:31:38;101.754814147949
02/10/2024 09:31:40;102.798545837402
02/10/2024 09:31:41;102.798545837402
02/10/2024 09:31:42;102.798545837402
02/10/2024 09:31:43;102.798545837402
02/10/2024 09:31:45;102.798545837402
02/10/2024 09:31:46;102.798545837402
02/10/2024 09:31:47;101.773124694824
02/10/2024 09:31:48;101.773124694824
02/10/2024 09:31:50;101.773124694824
02/10/2024 09:31:51;101.773124694824
02/10/2024 09:31:52;101.773124694824
02/10/2024 09:31:53;101.773124694824
02/10/2024 09:31:55;101.773124694824
02/10/2024 09:31:56;102.835166931152
02/10/2024 09:31:57;102.835166931152
02/10/2024 09:31:58;102.835166931152
02/10/2024 09:31:59;102.835166931152
02/10/2024 09:32:01;101.828056335449
02/10/2024 09:32:02;101.828056335449
02/10/2024 09:32:03;101.828056335449
02/10/2024 09:32:04;101.828056335449
02/10/2024 09:32:06;101.828056335449
02/10/2024 09:32:07;102.871788024902
02/10/2024 09:32:08;102.871788024902
02/10/2024 09:32:09;102.871788024902
02/10/2024 09:32:11;102.871788024902
02/10/2024 09:32:12;101.681571960449
02/10/2024 09:32:13;101.681571960449
02/10/2024 09:32:14;101.681571960449
02/10/2024 09:32:15;101.681571960449
02/10/2024 09:32:17;102.688682556152
02/10/2024 09:32:18;102.688682556152
02/10/2024 09:32:19;102.688682556152
02/10/2024 09:32:20;102.688682556152
02/10/2024 09:32:22;102.688682556152
02/10/2024 09:32:23;102.688682556152
02/10/2024 09:32:24;101.681571960449
02/10/2024 09:32:25;101.681571960449
02/10/2024 09:32:27;101.681571960449
02/10/2024 09:32:28;101.681571960449
02/10/2024 09:32:29;101.681571960449
02/10/2024 09:32:30;101.681571960449
02/10/2024 09:32:31;102.835166931152
