DateTime;P100_PV;P120_PV;T150_PV;T151_PV;T200_PV;T400_PV;T400_SP
02/10/2024 11:15:40;102.725303649902;0;25.1000003814697;26.1000003814697;24.8999996185303;24.8700008392334;25
02/10/2024 11:15:56;101.608322143555;8.98464965820313;25.1000003814697;26.1000003814697;24.8999996185303;24.8700008392334;25
02/10/2024 11:16:12;102.670372009277;8.98464965820313;25.1000003814697;26.1000003814697;24.8999996185303;24.8700008392334;25
02/10/2024 11:16:29;102.798545837402;8.98464965820313;25.1000003814697;26.1000003814697;24.8999996185303;24.8700008392334;25
02/10/2024 11:16:45;101.773124694824;8.98464965820313;25.1000003814697;26.1000003814697;24.8999996185303;24.8700008392334;25
02/10/2024 11:17:01;101.773124694824;8.98464965820313;25.1000003814697;26.1000003814697;24.8999996185303;24.8700008392334;25
02/10/2024 11:17:18;101.773124694824;8.98464965820313;25.1000003814697;25.8999996185303;24.8999996185303;24.8700008392334;25
02/10/2024 11:17:34;101.773124694824;8.98464965820313;25.1000003814697;26.1000003814697;24.8999996185303;24.8700008392334;25
02/10/2024 11:17:50;101.773124694824;8.98464965820313;25.1000003814697;26.1000003814697;25.1000003814697;24.8700008392334;25
02/10/2024 11:18:07;101.773124694824;8.98464965820313;25.1000003814697;26.1000003814697;25.1000003814697;24.8700008392334;25
02/10/2024 11:18:23;101.773124694824;8.98464965820313;25.1000003814697;26.1000003814697;25.1000003814697;24.8700008392334;25
02/10/2024 11:18:39;101.773124694824;8.98464965820313;25.1000003814697;26.1000003814697;25.1000003814697;24.8700008392334;25
02/10/2024 11:18:56;101.773124694824;8.98464965820313;25.1000003814697;26.1000003814697;25.1000003814697;24.8700008392334;25
02/10/2024 11:19:12;102.798545837402;8.98464965820313;25.1000003814697;26.1000003814697;24.8999996185303;24.8700008392334;25
02/10/2024 11:19:29;101.773124694824;8.98464965820313;25.1000003814697;26.1000003814697;25.1000003814697;24.8700008392334;25
02/10/2024 11:19:45;101.864677429199;8.98464965820313;25.1000003814697;26.1000003814697;25.1000003814697;24.8700008392334;25
02/10/2024 11:20:01;102.890106201172;8.98464965820313;25.1000003814697;26.1000003814697;25.1000003814697;24.8700008392334;25
