TagName;DateTime;Value;vValue;MinRaw;MaxRaw;MinEU;MaxEU;Unit;Quality;QualityDetail;QualityString;wwResolution;StartDateTime;;;
P120_PV;16:10.2;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:14.3;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:18.4;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:22.5;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:26.7;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:30.8;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:34.9;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:39.0;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:43.1;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:47.3;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:51.4;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:55.5;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;16:59.6;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;17:03.7;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:16;;;
P120_PV;17:07.9;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:12.0;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:16.1;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:20.2;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:24.3;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:28.5;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:32.6;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:36.7;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:40.8;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:45.0;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:49.1;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:53.2;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;17:57.3;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;18:01.4;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:17;;;
P120_PV;18:05.6;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:09.7;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:13.8;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:17.9;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:22.0;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:26.2;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:30.3;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:34.4;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:38.5;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:42.6;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:46.8;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:50.9;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:55.0;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;18:59.1;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;19:03.3;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:18;;;
P120_PV;19:07.4;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:19;;;
P120_PV;19:11.5;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:19;;;
P120_PV;19:15.6;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:19;;;
P120_PV;19:19.7;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:19;;;
P120_PV;19:23.9;19.74547577;19.74547577;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:19;;;
P120_PV;19:28.0;0;0;0;100;0;100;rpm;0;192;Good;4121;14/10/2024 14:19;;;
P120_PV;19:28.0;0;0;0;100;0;100;rpm;0;4288;Good, partial cycle;4121;14/10/2024 14:19;;;
